epoch,loss,irl-loss,plan-loss,train-plannerADE1,train-plannerFDE1,train-plannerADE2,train-plannerFDE2,train-plannerADE3,train-plannerFDE3
1,4.776990015741805,0.020916260330254066,4.756073769549249,0.12468690918364995,0.3204174608411923,0.9311347049726567,2.514142778557791,2.2969620521639436,6.706661121945985
2,1.4842630649956179,0.0006291613558011743,1.483633902710928,0.11359109084161234,0.2865209853355314,0.6996711706611473,1.6404622230731265,1.229282858086304,2.3764801696992257
3,1.1217314798227498,0.00030488024350861577,1.1214265970277115,0.10218320818434298,0.2531928449449405,0.5412942741958189,1.1571933782436479,0.9301649881920344,1.9523914347232227
4,0.952553393135608,0.00026928647784329703,0.9522841048072761,0.09691340240164542,0.23816536944097197,0.4766734905645881,0.9673941227751719,0.8090900388401998,1.7466702738278348
5,0.9156366343229589,0.0002996867938748783,0.9153369434282813,0.09499682438835291,0.23292962724054364,0.4575644506954811,0.9123185449083087,0.7787162762292674,1.7129782505438362
6,0.7102547033991612,0.00016457788312346938,0.710090125740414,0.09111056009858427,0.2219700778663998,0.41057870379635986,0.7719836537267121,0.6693255760720078,1.3927102416334018
7,0.6447212956321071,0.00014028453106733086,0.6445810110636161,0.08920981666781533,0.2168443124269096,0.39177614954155937,0.7150450982678105,0.6235638739357532,1.2934224710498057
8,0.6283851234425961,0.00014446828110111978,0.6282406568946973,0.0883056666754501,0.2145444089677972,0.3857127912867237,0.6989434420222967,0.6119610507723311,1.2748006292631928
9,0.5793826030173772,0.00015382350990658382,0.5792287802192527,0.08689170603601026,0.21075162029182407,0.37275508465901225,0.6618959278288022,0.5802638029128733,1.1995134949684143
10,0.5485966719791923,0.0001515909307016327,0.5484450818367408,0.08561060178867529,0.2073157476917119,0.3611467016834608,0.6290779367718898,0.5602540231086839,1.160595691959623
11,0.5255537136969431,0.00016542594112508313,0.5253882884559496,0.0849700819858363,0.20569230637080232,0.35863714990481527,0.6253904118924074,0.5512722067429986,1.1241187172036775
12,0.49617692660277996,0.0001875084374685838,0.49598941710633293,0.08413944771172295,0.2034689157571591,0.34951084390492504,0.5948991166873717,0.5300340350245086,1.082129010012452
13,0.44087903883675456,0.00011824366746507839,0.44076079518442424,0.0820921890857354,0.19780634931275543,0.32936305059513576,0.5428910540862822,0.4960371415380021,0.9954014307176563
14,0.3826558524873895,0.00010135477539503407,0.3825544985667081,0.08109260602316386,0.1951577793544447,0.31919628297778924,0.5060679350100773,0.46149565279483795,0.8953540522447774
15,0.4466312291546607,0.00014213229696009952,0.44648909768168354,0.0803246912612042,0.1931712389202185,0.31790370672521456,0.5189158576475063,0.4858701308848153,1.0128630089088224
16,0.346641459515397,0.0001319786548252446,0.3465094807702051,0.07969575485503169,0.19146667536295636,0.3076418390576269,0.4720132609068508,0.4352974360677558,0.8444219743701774
17,0.3019677405835877,8.300632260882043e-05,0.3018847332454064,0.07811960095251111,0.18720055780780148,0.29314529538994105,0.4326186948259112,0.4069521024193562,0.766797412659081
18,0.28664839467112446,0.00010301273842857664,0.28654538168453836,0.0779636528500369,0.18682866858344682,0.29167921421393544,0.4233627073781591,0.3969097991644497,0.7538812678884452
19,0.33844175819360034,0.00010864178343389296,0.33833311603102884,0.07701925361450289,0.18438641726970673,0.2895825286986123,0.43542789174637325,0.420728915384118,0.8506019554087814
20,0.2542257009887359,8.564111467229606e-05,0.25414006065734673,0.07606504684392836,0.18186414304753423,0.27958175151700704,0.396940408668048,0.37764199560796713,0.6907933152897258
21,0.12146789926878164,3.5412453835818616e-05,0.12143248697401772,0.07395517193830349,0.17605127478149576,0.2558831210497399,0.31336563468818934,0.2952340774133172,0.37889629224656335
22,0.10562790237681967,3.0920435450189215e-05,0.10559698210006029,0.07155113452127282,0.16977406933274067,0.24276070170839067,0.28896891325712204,0.27607568983041064,0.344917614275301
23,0.10738189544686129,3.098292586721175e-05,0.10735091246979338,0.07057102098011635,0.1672741046673815,0.23840821083162872,0.28301414469598046,0.27301604384687583,0.3610749685428512
24,0.11299561045434274,3.395679963317197e-05,0.11296165403975568,0.07059061823701354,0.16738146595971684,0.23953622904881625,0.2871565969896988,0.2774005123007465,0.3800973040117344
25,0.11628482322877562,3.414299957076879e-05,0.11625068031356368,0.07019307752940017,0.16640124784808763,0.23838156881466718,0.28774502737001634,0.27872045757904856,0.38929481982765063
26,0.119398306163264,3.3333850296912715e-05,0.11936497234437667,0.06967669158754214,0.16511108768238147,0.23684115256641952,0.2881822100197765,0.2795978373205158,0.39874581625344047
27,0.13196729123592377,4.196540880335485e-05,0.1319253260505871,0.0695099320892297,0.16474683079081523,0.2377920485508274,0.2956582394913888,0.28810064956335957,0.4383503402202902
28,0.1370108732560151,5.052584680323005e-05,0.1369603470912282,0.06913373131357448,0.16384804448191548,0.23778689946507064,0.300853070763635,0.2925558399776338,0.45431855425868234
29,0.10085734832559673,2.9634929084020026e-05,0.10082771330022476,0.06759178229201009,0.15977708722504091,0.2256346381676029,0.26544354236881496,0.2616794318170615,0.3617369145364829
30,0.13633248545754123,4.803750564774354e-05,0.1362844479965492,0.0675252085997605,0.15971107917352462,0.22984023570594653,0.2888851380893882,0.2851278181646911,0.4553604637023429
31,0.10530724591562446,3.2982803727271616e-05,0.10527426303482391,0.06673076921995257,0.15763007051927944,0.2229607158773382,0.26544693364223965,0.26122629841868306,0.37713775720814585
32,0.11807860037915303,4.4714695593644187e-05,0.11803388577216947,0.06644084217997503,0.15694887191057205,0.22405616435366618,0.2755111344683338,0.2706904178354102,0.4069079421985317
33,0.13981863323756508,4.6445177296115784e-05,0.13977218807583125,0.06595494923457293,0.15582071433604602,0.2252546769212669,0.28751851324464234,0.2811367850698216,0.4578608906185123
34,0.10273693538677524,3.127440588837666e-05,0.10270566110249976,0.06514075387951354,0.15360704620539303,0.21644806547064177,0.25754719993598024,0.25531930392476876,0.36990167536366153
35,0.10889950588765279,3.3186995277450045e-05,0.10886631869304349,0.06453976087586981,0.1520976842918866,0.2149965296119032,0.2604489912029723,0.2585206476735397,0.38936408220882146
36,0.11539136969917257,3.6456893441718935e-05,0.11535491277529321,0.06403112828626599,0.15083471958486128,0.2140086688835856,0.26382195393384344,0.2616085603203572,0.4024499560325918
37,0.09745811563457402,3.612922271611136e-05,0.09742198637883429,0.061270644599702995,0.1437979292806605,0.20169469220957287,0.2450590838848705,0.24478617226573782,0.3733278818323579
38,0.11721735990698069,4.460367883221409e-05,0.11717275621920405,0.06256452331345685,0.14712370103093939,0.20841650245055346,0.25896588419104966,0.25886140270552166,0.420067836491155
39,0.11650297481199386,5.1707273987118805e-05,0.11645126749407238,0.061981201171875,0.14562821314788202,0.20570835922385605,0.25580072738754916,0.25903719453744484,0.4345818504061497
40,0.11995158953146196,6.16068119200809e-05,0.11988998283172997,0.0625156178073564,0.1470910816020529,0.2103779944525638,0.2678349015998169,0.26602531518314926,0.4437499222621112
41,0.06111885077306922,1.5327809592436162e-05,0.06110352283002625,0.056176540218818356,0.130710019402101,0.17505780890793868,0.19486754125272723,0.1992751539383136,0.24868162270163147
42,0.05934667101943157,1.3823905876634713e-05,0.059332846939353874,0.05234024298547859,0.12094005727222268,0.15957718951181626,0.18017057130034542,0.18624048680067062,0.2538877874612808
43,0.05837310517442898,1.352492639513694e-05,0.058359580219421586,0.05019190810410909,0.11544301387080004,0.1510463645025878,0.17301370885590434,0.17935205282459796,0.25594474291297753
44,0.06419020990880442,1.8686942987290128e-05,0.06417152293446199,0.04979896138776356,0.1144194017938325,0.15022211249025774,0.1766861683466065,0.18367400461099517,0.2848905004875761
45,0.05769196662946906,1.5678740553571707e-05,0.05767628790574594,0.04912065756572804,0.11264748257440581,0.14675738137792532,0.17074150445175842,0.17703497672164945,0.26040204194649846
46,0.06500907971615523,2.1026413748304676e-05,0.06498805327262257,0.048392481603462933,0.11085571039100768,0.14588083447494976,0.17704866868509372,0.18183557070057157,0.2910078270754344
47,0.058605538261398464,1.7584984079867738e-05,0.05858795340894393,0.04917444991813579,0.11277140682222138,0.14726632786258845,0.17200456328794989,0.1781542730373396,0.2664038853746065
48,0.05684705319958673,1.7209584181158096e-05,0.05682984342090261,0.046713486182647694,0.10653127766620944,0.13793402159927595,0.1651317461485594,0.16958974459221665,0.2628320279255719
49,0.05609546509951773,2.0762433590433972e-05,0.056074702587555834,0.045308397899211296,0.10300433709168098,0.1331970396805817,0.16315906610287412,0.16712429794207426,0.2637052155086692
50,0.060931260382730355,2.3710935364037345e-05,0.06090754964454493,0.04396154130743423,0.09959578687246416,0.12963959029023076,0.1667193913123977,0.16939686028890208,0.28774082408824436
51,0.06047420905456996,2.6226951952523936e-05,0.060447982276304504,0.04679674232824588,0.1067549559536954,0.13977649965336625,0.1723279117173712,0.17494335088511587,0.28021439867959896
52,0.059412640335799106,2.158544016675049e-05,0.0593910547052051,0.04542514209596204,0.10328202757617118,0.13470137350156275,0.1690235977441492,0.1717392537795322,0.2812627541347289
53,0.06701252726234601,2.7474624628884553e-05,0.06698505243312725,0.04622564986872841,0.1053337907077561,0.13895464788230372,0.17792875508607273,0.18058399341895548,0.30634922198426556
54,0.055722962120469184,2.0197151388216094e-05,0.05570276505248228,0.043147887011439026,0.09751426187199606,0.12556536784264402,0.15908668699188971,0.16164337182548685,0.2676864417505936
55,0.059952084958868126,2.333294998325201e-05,0.05992875189166254,0.04556012675690819,0.10360966874680048,0.13499550426929768,0.16762309222364088,0.170674275029713,0.27941755908475796
56,0.06681152813556329,3.1355770671857054e-05,0.06678017232776948,0.04516131952929665,0.10267539621448853,0.13582888801752682,0.17766265371735668,0.17921945515652776,0.30723221085860697
57,0.05730943848759356,1.858472944814888e-05,0.057290853775093256,0.04451649887880809,0.10096937124158295,0.13069236813716487,0.1622557757605969,0.16529636620215968,0.2706354740010181
58,0.060734755949864924,2.4699332755863254e-05,0.06071005667179403,0.04362591807271393,0.09874159302300131,0.12912349570804918,0.16885029194010814,0.16941627067789225,0.2863573892645433
59,0.05835615360820797,1.821891348946581e-05,0.05833793473495564,0.04309772736799549,0.09739824620560861,0.12622460109037412,0.16198839247226715,0.16383156316800856,0.2796708720040993
60,0.0560591814409889,2.2562046924704958e-05,0.05603661964004728,0.04309175740665113,0.09736488743777007,0.12629186404003223,0.16266066901070972,0.16305183021115585,0.26713280432241066
61,0.04080069842945102,6.8958465847581975e-06,0.04079380247112311,0.03930016848402963,0.08769957689752042,0.10857526905519861,0.13400506994254152,0.13543372622258226,0.20349387215896392
62,0.039919299899902144,6.176111287619329e-06,0.039913123709635,0.03737699089598068,0.0828287137121382,0.10176812264491135,0.12933650193080096,0.12976723605058563,0.2044279694976941
63,0.03967292751775871,6.970536801386324e-06,0.03966595691589402,0.03706657663512398,0.0820438321942175,0.10074468649608988,0.12889389567811724,0.12908941533573917,0.20625592442885252
64,0.03901301807081196,7.381783253064486e-06,0.03900563626379614,0.036756920077326435,0.08123708101855197,0.09938725928815317,0.12734907891758732,0.12746720183903062,0.20460960919588383
65,0.03958896752184545,8.819974440689613e-06,0.039580147516664485,0.03663352096427075,0.0809039830321997,0.09898514993173975,0.12795539273762366,0.12775049211693482,0.20762717304095415
66,0.04018547147197623,9.504361863767205e-06,0.040175967154578426,0.03664567434347012,0.08092334955720834,0.09921200856776305,0.1293327724429923,0.12883578807535306,0.2114910298669842
67,0.04056380952800244,9.018140707359608e-06,0.040554791387223024,0.036523156064811726,0.08059321002851069,0.09885885524497905,0.12995959388118394,0.12921672298664777,0.21455207467079163
68,0.04045405896695357,8.511270606613578e-06,0.04044554774767496,0.036338039490223774,0.0801035652173237,0.09820347851220991,0.13002435857771147,0.12907621999021987,0.21624926582608425
69,0.04000013816813138,8.362714441360162e-06,0.039991775343955406,0.035934566087286235,0.07906832913277854,0.09689286902127131,0.1297422820098803,0.12812015896951648,0.21617776249915782
70,0.041138736675427834,1.081715395166227e-05,0.041127919757240256,0.035885746721965324,0.07898143416559192,0.09734163296894288,0.1313703449469217,0.12922019479979932,0.22105564964069446
71,0.03858354681132125,7.865289393053822e-06,0.0385756814380137,0.03521494932052955,0.07722807182392603,0.09424177572970659,0.12750216185207097,0.12494403391446866,0.2101527561604137
72,0.040191734668759395,1.0560471024054493e-05,0.0401811740479209,0.035331438426715385,0.07755275369739868,0.0951845618096036,0.1293138365825297,0.12679209958919338,0.2181679715572948
73,0.03792951002874425,7.575658756909625e-06,0.037921934244288524,0.034737851339536656,0.07599092041417746,0.0924543599322648,0.12619620252033353,0.12323234413920993,0.20935025706257618
74,0.03952867643986369,1.1212158306496118e-05,0.039517464312973996,0.03468987846773275,0.07587887661557802,0.09277939749225764,0.12828367130017618,0.12490948032535298,0.21672745426775705
75,0.03870989118610889,8.807446745426602e-06,0.0387010839046307,0.03462638124876039,0.0757199018459085,0.0925658734016855,0.12779840029461284,0.12429641659410906,0.21488314699119246
76,0.03908841932376086,1.0099809777140993e-05,0.039078319537072956,0.034548893741423815,0.07551727045170019,0.09262221437734618,0.1292311903876318,0.12493569178270622,0.21660606195809137
77,0.041411992044411074,1.1993458799343245e-05,0.04139999874775678,0.03499541687451198,0.07665258829652423,0.09462447973414206,0.13233357227184403,0.12846054661441858,0.2283240065608226
78,0.03737395397111983,7.711500058534717e-06,0.0373662424759126,0.03404867883876596,0.07422195264781026,0.0903565768729633,0.12591923663104085,0.12146256323641455,0.20911873845567167
79,0.037568938210081886,9.987557164527381e-06,0.037558950588736734,0.03384025393604812,0.07368680729832448,0.08990482450790808,0.1267632934933817,0.12167441147104116,0.21120139788573897
80,0.03751550621392442,9.826929150401323e-06,0.03750567926539922,0.033720841303362815,0.07337744662564405,0.08963144003925189,0.1271326713998553,0.12146496284805552,0.2108000583002265
81,0.03261136781739097,4.771175112659555e-06,0.032606596494434585,0.03276189427140733,0.07090489196420556,0.0844894355871308,0.11642034189172194,0.11049239998552161,0.17820244156558748
82,0.032057688466574946,4.125184799749419e-06,0.03205356340278202,0.03231876308072201,0.06979029116706109,0.08304779247288972,0.11510241577323053,0.10874033063440255,0.17480390487422406
83,0.031778316059425264,4.071003310557476e-06,0.031774245084486376,0.03213195944808318,0.06931155791479937,0.08251555421402756,0.11506390529619136,0.10825720649789757,0.17345578926549832
84,0.0317231832321366,3.957705272613835e-06,0.03171922555062133,0.03197083770441757,0.0689004320966106,0.0821136149617148,0.11528318784606288,0.1080611668212313,0.17350113643726833
85,0.03182341220696837,3.961449039425262e-06,0.03181945070834227,0.03190626731326043,0.06872480055710799,0.0819042653999698,0.11539638498929185,0.10806811485492007,0.1748407706618309
86,0.03200891249301568,4.0311456230533235e-06,0.032004881243575624,0.03189325567439828,0.06867618709277938,0.0818161205716536,0.11550296197684717,0.10827421402217637,0.1769793755571607
87,0.03218467523750495,4.287115639516274e-06,0.03218038813014266,0.031878652641366065,0.06862621111664134,0.08176531884032236,0.11577391734635326,0.10857653366008276,0.17927490006869948
88,0.03230802594802119,4.5647953928856866e-06,0.03230346116224225,0.03184699277642747,0.06853544510061473,0.08169504428203676,0.11610361959942629,0.10882620481957853,0.1810695917253763
89,0.0323595830803396,4.74358043464277e-06,0.03235483950030216,0.03180355876421844,0.06841601704207945,0.08157296699117607,0.11629050240760118,0.10890553791967916,0.1821663583248434
90,0.03233138944061709,4.825190519592441e-06,0.03232656423868218,0.03174887870399045,0.06826791954292379,0.0813768482439115,0.11627349225987851,0.10877621084661551,0.18254456375266465
91,0.032232114854990175,4.8470731968964305e-06,0.03222726769483005,0.03167937610718146,0.06808273617545484,0.08110806440383615,0.11609976172027453,0.10846979858379968,0.1823717056655548
92,0.03208771029907003,4.813936618895344e-06,0.03208289634515072,0.03159717538617027,0.06786546709252075,0.08078723017808417,0.11582581289637257,0.10805528227921943,0.18185883151813292
93,0.031914826095576436,4.715295724957248e-06,0.03191011078970533,0.031503949655403554,0.06762067157722695,0.08043563292479851,0.11551855625191206,0.10758375790967069,0.18115638290912334
94,0.031749028286201436,4.661486181869894e-06,0.031744366715019436,0.031404038418976356,0.06735944055335623,0.08008006508921234,0.11527427668932458,0.10713826156627963,0.18047132227622287
95,0.03160960517797462,4.604737414506993e-06,0.031605000404352455,0.03130048206469543,0.06709026875840106,0.07974054569929419,0.11513814345841676,0.10676121591052538,0.17993194116673
96,0.03151384564641286,4.597536352100217e-06,0.031509248034792464,0.03119949217308575,0.06682812412020186,0.0794292939695674,0.1150815149533077,0.10648315672723341,0.17964628370295108
97,0.031439931951725564,4.6437802495001706e-06,0.0314352882199619,0.031102659967793544,0.06657733741990278,0.07914474433366682,0.11508002011498934,0.10625688201734718,0.17951328202452457
98,0.031386848178390464,4.712033693310882e-06,0.031382136197734466,0.031012403949255675,0.06634313849286294,0.07887696550870446,0.1150686834269846,0.10607264930723419,0.17950071383949737
99,0.031321336423427285,4.773396873713249e-06,0.03131656301483302,0.030925626814050575,0.06611811340799634,0.07861359393827512,0.11504856302914485,0.10585882840022234,0.17942179749969026
100,0.031270731378241746,4.824424504485071e-06,0.03126590702236748,0.030843093702700775,0.06590287088298462,0.07835169721552183,0.11498619878376035,0.10566392215624662,0.17941144108772278
